INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'viwigjnsquhiklkwnqwnltjklnssuvqlrggitvhs', '1234', 'viwigjnsquhiklkwnqwnltjklnssuvqlrggitvhs', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '9784115d12984bcde33dce80917426c7658f55e6', '1234', '9784115d12984bcde33dce80917426c7658f55e6', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'f46e35e111b2b2ace6be8af10fbab3f147c36a43', '1234', 'f46e35e111b2b2ace6be8af10fbab3f147c36a43', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '34382120ebde8e72e338891bb47350e17105a0c8', '1234', '34382120ebde8e72e338891bb47350e17105a0c8', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'edd4d380e15106b33d8144c17a04d14145fa7fb6', '1234', 'edd4d380e15106b33d8144c17a04d14145fa7fb6', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'rglmutstslmorngvqoqiwvgvltwnthkujtqhnjmu', '1234', 'rglmutstslmorngvqoqiwvgvltwnthkujtqhnjmu', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'omoiqjrljmtquukwmgrwiqrrqlwtohqwnohtqmtu', '1234', 'omoiqjrljmtquukwmgrwiqrrqlwtohqwnohtqmtu', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'lrwtqsjlvlggrithqqsmgqhjhnuojgnghuqhgvrj', '1234', 'lrwtqsjlvlggrithqqsmgqhjhnuojgnghuqhgvrj', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '3e6a708e08d551486733ba942bbf9bd46a09fb52', '1234', '3e6a708e08d551486733ba942bbf9bd46a09fb52', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '768c617a7193c79699ff8f6a04705a542cc242eb', '1234', '768c617a7193c79699ff8f6a04705a542cc242eb', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'ccda99ee4b5348d53da1439a3f9e1d4622351a7d', '1234', 'ccda99ee4b5348d53da1439a3f9e1d4622351a7d', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '1a6652f55224e90f22ee0708d15421d9d662f10d', '1234', '1a6652f55224e90f22ee0708d15421d9d662f10d', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'a5f55c9ab300dcc2d7f10291472a46f58234c54c', '1234', 'a5f55c9ab300dcc2d7f10291472a46f58234c54c', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '37ab60c7f2371ad04bfdabce2d8829354ca4fae8', '1234', '37ab60c7f2371ad04bfdabce2d8829354ca4fae8', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '50eaf435a8ce17f6f6f7ef0271f75a4d689bcc86', '1234', '50eaf435a8ce17f6f6f7ef0271f75a4d689bcc86', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'rmtlolqjwguuukkulqouohqhkrnjsrgqigswwhgs', '1234', 'rmtlolqjwguuukkulqouohqhkrnjsrgqigswwhgs', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'kjkojutmrhumuomjimiqljjounjsrqiktrgnguko', '1234', 'kjkojutmrhumuomjimiqljjounjsrqiktrgnguko', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'gvgiwvjqhqqqvigjotgrsiwhoghvglvjlwsoqhqi', '1234', 'gvgiwvjqhqqqvigjotgrsiwhoghvglvjlwsoqhqi', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'ovthovogsllnmlqtilhioloroorqongqkjvowwns', '1234', 'ovthovogsllnmlqtilhioloroorqongqkjvowwns', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'wrokvgtlwwkgqqggojmjunjvqumniqulqgqjqroh', '1234', 'wrokvgtlwwkgqqggojmjunjvqumniqulqgqjqroh', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'vvouvqnqnksrkmrnumoiugjtvtstmoimonmgmlqt', '1234', 'vvouvqnqnksrkmrnumoiugjtvtstmoimonmgmlqt', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '35fa9bb3fdc3f58f478fafc962ced33b1e04b900', '1234', '35fa9bb3fdc3f58f478fafc962ced33b1e04b900', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'ea63da1724496d751e48208f1c992fbcb651726f', '1234', 'ea63da1724496d751e48208f1c992fbcb651726f', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '3107cdd5c830fe8b88c3d223b6e88e0f02de8559', '1234', '3107cdd5c830fe8b88c3d223b6e88e0f02de8559', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '6f0c5c98f8921955b4e1344d5e60507a3885048a', '1234', '6f0c5c98f8921955b4e1344d5e60507a3885048a', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '5cfaf30f94c34af548a01dc1b65ab53ef446bcbf', '1234', '5cfaf30f94c34af548a01dc1b65ab53ef446bcbf', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'c8a5a218ce8561e5eb75cc8f69bb2863edd1ab17', '1234', 'c8a5a218ce8561e5eb75cc8f69bb2863edd1ab17', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '56ebf183f9e6ace775d16f4cc64eeb34aed66f32', '1234', '56ebf183f9e6ace775d16f4cc64eeb34aed66f32', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'oqwitnlihrrllwwkrvtgnwujtjonnsljmkqinslq', '1234', 'oqwitnlihrrllwwkrvtgnwujtjonnsljmkqinslq', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'swmohgtitougwqglroqrkvvhrhnviutvqnjsurqo', '1234', 'swmohgtitougwqglroqrkvvhrhnviutvqnjsurqo', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'hutshlojhvhlohrlgtnrwjnswnkgkomirlltmvgu', '1234', 'hutshlojhvhlohrlgtnrwjnswnkgkomirlltmvgu', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'onnmkqvsmutwrssiutkmuosismwnkhiugugulkku', '1234', 'onnmkqvsmutwrssiutkmuosismwnkhiugugulkku', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'vuuqkmmnkkhgwwgwhsnvljkksngiqnloqgsoujvv', '1234', 'vuuqkmmnkkhgwwgwhsnvljkksngiqnloqgsoujvv', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'hlmtlqnhtntwhjltgovowvlsugvvmiosgkmlhosm', '1234', 'hlmtlqnhtntwhjltgovowvlsugvvmiosgkmlhosm', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, 'wojkunwgwvvkhvursivuhvvqjghwntvrrwilsjkr', '1234', 'wojkunwgwvvkhvursivuhvvqjghwntvrrwilsjkr', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '3ccdd17dac94d91a88a669efc2fe9cf8fa6e8314', '1234', '3ccdd17dac94d91a88a669efc2fe9cf8fa6e8314', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '900ece99db6005560ec2f4a9f2e8961065a6ab8b', '1234', '900ece99db6005560ec2f4a9f2e8961065a6ab8b', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '8fbec9825898f1033b41a04b3a7ada5fb949963d', '1234', '8fbec9825898f1033b41a04b3a7ada5fb949963d', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
INSERT INTO USR (MEMB_NUM, MEMB_ID, SEC_NUM, EMAIL, TEL_NUM, MOBIL_NUM, ZIP_NUM, ADDRESS, DETA_ADDRESS, REG_DTIME, MEMB_CD, WITHDRAWAL_CD, CRE_DEG_CD, MAIL_CD) VALUES (usr_seq.nextVal, '2f866d15d25c3dcd1a9762f339fe92d86cdffc11', '1234', '2f866d15d25c3dcd1a9762f339fe92d86cdffc11', '011-1111-1111', '011-1111-1111', '111111', '서울 마포구 염리동', '11-11', sysdate , '2002', '1702', '1302', '1902');
